"PUBID","P5-101","CV_HH_POV_RATIO","YAST25-3310_COMB","YAST25-3320_COMB","CVC_TTL_RESIDENCES"
2938,1,-3,4,-4,9
2939,1,-3,5,1,7
2940,1,1627,4,-4,3
2941,1,1627,4,-4,9
2942,1,4,4,-4,11
2943,1,-3,2,-4,7
2944,1,1627,-4,-4,4
2945,1,-3,4,-4,21
2946,1,-3,2,-4,9
2947,2,63,4,-4,16
2948,1,358,-4,-4,4
2949,1,-3,4,-4,4
2950,2,147,4,-4,14
2951,2,147,5,1,7
2952,1,337,-4,-4,11
2953,1,-3,5,1,6
2954,1,-3,4,-4,14
2955,2,318,4,-4,17
2956,2,415,4,-4,7
2957,1,625,4,-4,6
2958,2,231,1,-4,11
2959,2,768,4,-4,7
2960,1,358,4,-4,11
2961,2,347,4,-4,13
2962,2,-3,5,1,7
2963,2,16,-4,-4,1
2964,1,184,2,-4,7
2965,2,163,4,-4,12
2966,2,94,-4,-4,6
2967,2,94,-4,-4,4
2968,2,60,5,97,30
2969,-4,-4,-4,-4,-4
2970,1,224,4,-4,18
2971,1,64,-4,-4,1
2972,1,244,4,-4,18
2973,1,214,-4,-4,2
2974,1,214,-4,-4,1
2975,1,637,-4,-4,2
2976,2,314,5,1,8
2977,2,88,2,-4,9
2978,2,37,5,97,-3
2979,1,497,1,-4,7
2980,1,-3,4,-4,9
2981,1,454,1,-4,12
2982,2,235,4,-4,18
2983,-4,-4,5,1,-4
2984,1,306,1,-4,20
2985,1,306,4,-4,9
2986,1,876,1,-4,13
2987,1,582,4,-4,7
2988,1,393,5,1,2
2989,1,693,1,-4,6
2990,3,-3,4,-4,8
2991,1,222,1,-4,7
2992,1,76,1,-4,7
2993,1,76,5,1,3
2994,1,534,4,-4,11
2995,1,584,5,1,4
2996,2,90,5,1,5
2997,2,-3,4,-4,14
2998,2,216,4,-4,9
2999,2,251,-4,-4,17
3000,-4,260,-4,-4,3
3001,-4,407,-4,-4,3
3002,-4,-3,1,-4,-4
3003,1,177,5,1,13
3004,1,557,4,-4,6
3005,1,557,3,-4,5
3006,1,593,5,1,11
3007,1,593,2,-4,8
3008,1,505,5,1,5
3009,1,294,1,-4,5
3010,-4,-4,4,-4,-4
3011,-4,-4,4,-4,-4
3012,1,-3,5,97,7
3013,1,1002,-4,-4,7
3014,1,466,1,-4,12
3015,1,466,4,-4,7
3016,1,-3,5,1,8
3017,-4,238,5,1,4
3018,1,354,4,-4,7
3019,1,439,-4,-4,14
3020,1,439,4,-4,6
3021,1,360,-4,-4,13
3022,1,360,4,-4,16
3023,1,646,1,-4,6
3024,1,646,4,-4,7
3025,2,-3,4,-4,11
3026,1,-3,5,1,-4
3027,1,739,1,-4,5
3028,1,426,-4,-4,6
3029,2,280,4,-4,13
3030,2,280,5,1,12
3031,1,374,5,1,8
3032,1,324,1,-4,4
3033,1,324,4,-4,12
3034,1,268,-4,-4,2
3035,1,95,1,-4,16
3036,1,112,5,1,3
3037,1,112,5,1,-3
3038,1,-3,4,-4,12
3039,1,259,5,1,7
3040,1,196,4,-4,10
3041,1,196,4,-4,10
3042,2,55,4,-4,-3
3043,2,435,4,-4,5
3044,2,-3,-4,-4,17
3045,1,218,1,-4,8
3046,1,85,4,-4,8
3047,1,306,1,-4,5
3048,1,392,-4,-4,9
3049,1,652,4,-4,8
3050,1,652,-4,-4,1
3051,1,950,2,-4,6
3052,1,534,-4,-4,14
3053,1,534,2,-4,8
3054,-4,194,5,97,5
3055,-4,376,1,-4,15
3056,1,75,1,-4,9
3057,1,75,-4,-4,11
3058,-4,86,5,1,16
3059,1,428,4,-4,9
3060,1,251,2,-4,4
3061,1,251,4,-4,8
3062,1,-3,-4,-4,8
3063,-4,416,5,1,9
3064,-4,386,4,-4,-4
3065,1,169,2,-4,5
3066,1,-3,4,-4,13
3067,1,362,1,-4,8
3068,1,362,5,97,4
3069,-4,274,1,-4,3
3070,1,129,-4,-4,7
3071,1,264,4,-4,10
3072,1,264,4,-4,11
3073,1,447,2,-4,5
3074,1,447,1,-4,6
3075,1,211,-4,-4,3
3076,1,784,2,-4,9
3077,1,341,1,-4,2
3078,1,58,5,1,4
3079,1,254,2,-4,8
3080,1,254,4,-4,4
3081,2,253,-4,-4,3
3082,1,213,-4,-4,4
3083,1,1013,4,-4,16
3084,1,427,4,-4,16
3085,1,427,5,1,16
3086,-4,199,4,-4,11
3087,1,333,4,-4,10
3088,-4,-4,4,-4,-4
3089,1,477,4,-4,17
3090,1,624,4,-4,12
3091,1,624,4,-4,13
3092,1,603,-4,-4,2
3093,1,424,1,-4,4
3094,2,401,4,-4,17
3095,2,421,-4,-4,-4
3096,-4,-4,5,3,-4
3097,3,43,4,-4,11
3098,3,43,4,-4,9
3099,1,680,1,-4,13
3100,2,73,4,-4,12
3101,2,258,1,-4,20
3102,2,82,4,-4,27
3103,2,82,5,1,14
3104,2,65,2,-4,19
3105,2,95,4,-4,21
3106,1,-3,-4,-4,7
3107,1,195,5,1,9
3108,-4,-4,4,-4,-4
3109,-4,-4,5,6,-4
3110,1,138,5,6,4
3111,-4,-4,5,1,-4
3112,1,277,-4,-4,2
3113,1,21,5,1,4
3114,2,-3,5,1,12
3115,2,-3,4,-4,7
3116,3,-3,4,-4,5
3117,3,-3,4,-4,3
3118,2,97,5,1,2
3119,2,155,4,-4,20
3120,2,155,4,-4,18
3121,2,163,4,-4,12
3122,1,211,4,-4,11
3123,1,283,5,1,9
3124,-4,-3,4,-4,-4
3125,1,336,2,-4,10
3126,1,212,-4,-4,22
3127,1,212,-4,-4,10
3128,2,64,4,-4,8
3129,-4,316,5,97,11
3130,-4,316,5,97,5
3131,1,958,1,-4,7
3132,3,-3,4,-4,9
3134,1,477,4,-4,11
3135,-4,278,4,-4,15
3136,-4,278,-4,-4,14
3137,1,302,-4,-4,7
3138,1,228,-4,-4,2
3139,1,-3,4,-4,9
3140,1,-3,4,-4,13
3141,1,-3,4,-4,13
3142,1,440,1,-4,9
3143,1,270,-4,-4,2
3144,1,-3,1,-4,-3
3145,1,294,4,-4,21
3146,1,491,1,-4,14
3147,1,602,4,-4,21
3148,1,-3,1,-4,8
3149,1,-3,-4,-4,8
3150,1,220,4,-4,11
3151,1,220,-4,-4,8
3152,1,-3,4,-4,7
3153,1,347,5,1,12
3154,1,368,4,-4,12
3155,1,-3,-4,-4,11
3156,1,950,4,-4,11
3157,-4,-4,4,-4,-4
3158,-4,-4,-4,-4,-4
3159,1,772,4,-4,13
3160,2,301,-4,-4,4
3161,1,368,1,-4,4
3162,2,184,1,-4,12
3163,1,424,1,-4,12
3164,2,58,4,-4,21
3165,2,125,1,-4,13
3166,2,201,4,-4,27
3167,2,39,1,-4,-3
3168,2,39,4,-4,5
3169,2,125,-4,-4,3
3170,2,102,5,1,15
3171,2,218,4,-4,14
3172,2,140,1,-4,6
3173,2,203,4,-4,22
3174,2,203,1,-4,-3
3175,2,99,2,-4,13
3176,2,99,-4,-4,10
3177,2,99,4,-4,9
3178,2,150,5,1,21
3179,2,150,5,1,19
3180,1,333,4,-4,13
3181,1,-3,4,-4,6
3182,1,-3,4,-4,20
3183,1,365,3,-4,10
3184,1,-3,-4,-4,-3
3185,1,158,-4,-4,-4
3186,1,644,1,-4,13
3187,1,644,4,-4,21
3188,1,-3,4,-4,15
3189,1,347,4,-4,6
3190,1,347,-4,-4,5
3191,1,-3,-4,-4,1
3192,1,561,2,-4,8
3193,1,561,1,-4,8
3194,1,315,4,-4,13
3195,1,633,4,-4,6
3196,1,269,4,-4,8
3197,1,269,4,-4,5
3198,1,269,4,-4,-3
3199,2,87,-4,-4,11
3200,1,-3,4,-4,13
3201,1,-3,4,-4,12
3202,1,-3,4,-4,6
3203,2,90,5,97,34
3204,2,90,5,97,20
3205,2,184,4,-4,23
3206,2,142,-4,-4,13
3207,2,0,5,6,10
3208,2,0,-4,-4,2
3209,2,0,5,1,5
3210,1,666,-4,-4,-3
3211,1,493,4,-4,9
3212,1,320,5,1,1
3213,1,181,1,-4,14
3214,1,168,4,-4,11
3215,1,508,1,-4,6
3216,1,268,1,-4,11
3217,1,1627,2,-4,7
3218,1,1627,5,1,9
3219,1,649,4,-4,10
3220,1,387,4,-4,17
3221,1,356,-4,-4,5
3222,1,-3,2,-4,4
3223,1,-3,4,-4,8
3224,1,-3,5,1,7
3225,1,396,4,-4,12
3226,1,1627,-4,-4,2
3227,-4,-4,4,-4,-4
3228,-4,-4,4,-4,-4
3229,-4,-4,4,-4,-4
3230,2,259,4,-4,11
3231,2,111,4,-4,13
3232,2,111,5,1,7
3233,1,-3,5,1,6
3234,-4,-4,-4,-4,-4
3235,-4,-4,4,-4,-4
3236,-4,-4,4,-4,-4
3237,1,246,1,-4,9
3238,1,1627,2,-4,6
3239,1,1627,5,1,19
3240,1,454,5,1,15
3241,1,-3,4,-4,12
3242,1,161,4,-4,12
3243,2,555,5,3,15
3244,2,119,1,-4,5
3245,2,222,-4,-4,8
3246,1,49,5,1,9
3247,1,351,4,-4,19
3248,1,340,2,-4,6
3249,2,236,4,-4,12
3250,2,195,5,1,22
3251,2,195,4,-4,12
3252,2,195,4,-4,15
3253,1,-3,5,1,11
3254,2,1627,1,-4,11
3255,1,230,1,-4,29
3256,1,230,4,-4,6
3257,1,468,4,-4,7
3258,3,193,2,-4,9
3259,1,356,5,6,2
3260,1,595,-4,-4,7
3261,1,367,4,-4,9
3262,1,367,4,-4,3
3263,2,356,5,1,9
3264,-4,429,-4,-4,1
3265,1,392,2,-4,8
3266,-4,396,4,-4,14
3267,-4,226,-4,-4,6
3268,-4,108,4,-4,13
3269,-4,108,2,-4,10
3270,-4,261,4,-4,16
3271,-4,134,5,1,17
3272,-4,134,4,-4,15
3273,-4,237,4,-4,16
3274,1,202,4,-4,13
3275,1,500,2,-4,9
3276,1,-3,4,-4,11
3277,1,752,-4,-4,5
3278,1,752,-4,-4,2
3279,1,390,4,-4,14
3280,1,502,-4,-4,2
3281,1,158,4,-4,16
3282,1,422,5,1,5
3283,3,333,4,-4,8
3284,1,255,5,1,2
3285,-4,93,-4,-4,6
3286,-4,-3,5,2,12
3287,-4,475,5,2,-4
3288,-4,417,1,-4,-4
3289,3,83,5,97,7
3290,-4,62,4,-4,4
3291,-4,145,-4,-4,-3
3292,-4,145,4,-4,-3
3293,1,286,4,-4,8
3294,1,-3,-4,-4,6
3295,-4,203,2,-4,5
3296,-4,254,-4,-4,10
3297,-4,314,2,-4,3
3298,3,-3,4,-4,13
3299,3,81,-4,-4,7
3300,-4,245,-4,-4,9
3301,2,120,5,1,3
3302,1,230,-4,-4,4
3303,1,461,4,-4,2
3304,-4,190,5,1,4
3305,2,111,4,-4,12
3306,1,429,-4,-4,6
3307,-4,464,-4,-4,4
3308,1,283,4,-4,4
3309,-4,-4,-4,-4,-4
3310,1,301,4,-4,8
3311,1,301,-4,-4,10
3312,1,549,-4,-4,4
3313,1,549,4,-4,7
3314,1,399,-4,-4,1
3315,2,175,4,-4,11
3316,2,175,-4,-4,16
3317,2,175,-4,-4,15
3318,1,53,3,-4,8
3319,-4,93,-4,-4,13
3320,-4,399,1,-4,13
3321,-4,379,-4,-4,-4
3322,1,478,-4,-4,8
3323,-4,-4,2,-4,-4
3324,1,974,1,-4,8
3325,3,516,1,-4,11
3326,1,314,4,-4,7
3327,-4,102,5,1,4
3328,1,341,4,-4,11
3329,1,552,4,-4,7
3330,-4,-4,2,-4,-4
3331,-4,-4,-4,-4,-4
3332,1,222,2,-4,10
3333,-4,-4,1,-4,-4
3334,1,352,2,-4,5
3335,1,240,5,97,29
3336,1,-3,4,-4,1
3337,1,90,4,-4,12
3338,1,90,4,-4,8
3339,2,203,4,-4,14
3340,1,115,4,-4,19
3341,1,-3,4,-4,11
3342,1,246,-4,-4,3
3343,1,246,4,-4,15
3344,1,246,-4,-4,13
3345,1,227,2,-4,8
3346,1,227,3,-4,-3
3347,1,214,5,3,20
3348,1,19,2,-4,7
3349,1,19,4,-4,7
3350,1,439,4,-4,-3
3351,1,148,5,1,-4
3352,1,439,5,1,-3
3353,1,-3,1,-4,7
3354,2,233,4,-4,8
3355,2,233,2,-4,10
3356,2,263,4,-4,31
3357,-4,-4,-4,-4,-4
3358,2,45,4,-4,14
3359,2,45,4,-4,6
3360,1,74,1,-4,15
3361,1,501,1,-4,10
3362,2,197,4,-4,13
3363,1,159,4,-4,19
3364,1,159,4,-4,12
3365,2,182,4,-4,20
3366,2,226,-4,-4,6
3367,1,515,1,-4,3
3368,1,503,4,-4,6
3369,1,302,1,-4,6
3370,1,317,4,-4,7
3371,1,317,-4,-4,1
3372,1,440,5,1,13
3373,1,440,-4,-4,6
3374,1,754,1,-4,16
3375,1,754,-4,-4,3
3376,1,379,-4,-4,3
3377,1,403,-4,-4,2
3378,1,346,4,-4,7
3379,1,374,4,-4,8
3380,1,374,1,-4,4
3381,1,404,4,-4,14
3382,2,51,-4,-4,11
3383,-4,-4,-4,-4,-4
3384,2,44,5,1,16
3385,2,44,4,-4,12
3386,1,371,5,1,3
3387,1,143,-4,-4,3
3388,-4,-4,1,-4,-4
3389,1,-3,5,1,4
3390,1,-3,1,-4,2
3391,1,-3,1,-4,7
3392,-4,-4,4,-4,-4
3393,2,287,4,-4,5
3394,2,153,1,-4,5
3395,2,153,1,-4,5
3396,2,30,-4,-4,3
3397,2,30,4,-4,8
3398,1,555,4,-4,10
3399,-4,-4,4,-4,-4
3400,2,170,4,-4,14
3401,2,170,5,2,20
3402,2,115,4,-4,7
3403,2,115,-4,-4,-3
3405,-4,-4,-4,-4,-4
3406,2,-3,4,-4,16
3407,1,327,5,1,8
3408,1,304,5,1,3
3409,2,-3,5,97,10
3410,1,740,1,-4,10
3411,1,766,2,-4,8
3412,1,655,5,1,6
3413,1,-3,2,-4,5
3414,1,1627,4,-4,11
3415,1,328,5,1,7
3416,1,1627,5,10,19
3417,1,1627,4,-4,11
3418,1,453,4,-4,7
3419,1,453,5,1,9
3420,2,371,4,-4,18
3421,2,371,5,97,7
3422,1,443,4,-4,7
3423,1,387,5,1,1
3424,1,387,-4,-4,1
3425,3,22,-4,-4,13
3426,-4,143,-4,-4,-4
3427,-4,-4,3,-4,-4
3428,-4,135,4,-4,18
3429,3,303,4,-4,10
3430,2,333,5,6,34
3431,-4,-3,1,-4,-4
3432,-4,-3,-4,-4,-4
3433,2,-3,-4,-4,9
3434,1,210,4,-4,12
3435,1,380,4,-4,10
3436,-4,226,-4,-4,11
3437,-4,258,-4,-4,-4
3438,-4,173,-4,-4,17
3439,-4,173,-4,-4,26
3440,-4,250,5,1,7
3441,1,641,1,-4,7
3442,-4,-4,1,-4,-4
3443,-4,0,4,-4,9
3444,-4,114,-4,-4,22
3445,-4,194,-4,-4,6
3446,1,333,4,-4,10
3447,1,333,5,97,4
3448,1,529,-4,-4,2
3449,1,-3,4,-4,11
3450,2,-3,4,-4,8
3451,2,-3,-4,-4,10
3452,-4,-4,-4,-4,-4
3453,1,-3,1,-4,2
3454,1,798,5,1,14
3455,1,381,4,-4,14
3456,1,-3,4,-4,12
3457,1,632,1,-4,7
3458,1,632,1,-4,13
3459,1,461,4,-4,22
3460,-4,-4,5,1,-4
3461,-4,-4,5,1,-4
3462,-4,-4,4,-4,-4
3463,1,526,1,-4,6
3464,1,526,5,3,12
3465,1,385,4,-4,11
3466,1,385,5,1,7
3467,1,29,5,2,8
3468,1,302,5,5,12
3469,1,-3,4,-4,5
3470,1,378,4,-4,4
3471,1,378,3,-4,6
3472,1,658,-4,-4,3
3473,1,445,5,97,5
3474,1,382,4,-4,13
3475,1,382,1,-4,5
3476,1,509,5,1,17
3477,-4,-4,5,2,-4
3478,-4,-4,4,-4,-4
3479,1,189,-4,-4,6
3480,1,189,-4,-4,2
3481,1,401,4,-4,9
3482,1,401,4,-4,7
3483,-4,225,4,-4,10
3484,1,648,-4,-4,12
3485,1,648,4,-4,12
3486,2,-3,4,-4,12
3487,2,998,-4,-4,7
3488,2,168,2,-4,11
3489,2,72,4,-4,12
3490,-4,-4,4,-4,-4
3491,-4,-4,-4,-4,-4
3492,2,198,5,1,7
3493,2,198,-4,-4,6
3494,-4,-4,4,-4,-4
3495,2,126,5,1,6
3496,2,156,4,-4,16
3497,2,189,5,1,11
3498,1,346,4,-4,9
3499,-4,-4,-4,-4,-4
3500,-4,-4,4,-4,-4
3501,2,64,1,-4,3
3502,2,-3,1,-4,9
3503,1,48,4,-4,10
3504,1,206,1,-4,15
3505,-4,-4,5,1,-4
3506,-4,-4,4,-4,-4
3507,1,246,4,-4,14
3508,1,246,5,-2,16
3509,1,157,5,97,3
3510,1,148,4,-4,8
3511,1,176,5,1,10
3512,-4,-4,4,-4,-4
3513,-4,-4,4,-4,-4
3514,-4,-4,5,1,-4
3515,2,125,4,-4,20
3516,2,525,-4,-4,28
3517,1,179,4,-4,11
3518,-4,-4,1,-4,-4
3520,1,300,4,-4,4
3521,-4,194,4,-4,12
3522,1,182,-4,-4,7
3523,-4,-4,-4,-4,-4
3524,3,-3,-4,-4,8
3525,3,-3,4,-4,4
3526,1,-3,2,-4,8
3527,1,338,4,-4,10
3528,2,171,1,-4,6
3529,1,-3,2,-4,5
3530,-4,267,1,-4,5
3531,-4,119,5,10,14
3532,-4,0,-4,-4,14
3533,1,-3,4,-4,13
3534,1,222,5,1,3
3535,1,293,1,-4,4
3536,1,380,5,1,2
3537,1,-3,5,1,3
3538,1,271,5,1,5
3539,2,-3,5,1,4
3540,-4,-4,4,-4,-4
3541,-4,157,-4,-4,8
3542,1,166,4,-4,6
3543,-4,187,-4,-4,2
3544,1,-3,-4,-4,5
3545,1,166,-4,-4,6
3546,1,225,5,1,9
3547,1,225,5,97,7
3548,1,237,4,-4,13
3549,1,237,1,-4,13
3550,1,664,2,-4,4
3551,1,302,-4,-4,6
3552,1,326,5,1,11
3553,1,372,4,-4,11
3554,1,372,5,97,15
3555,2,355,4,-4,15
3556,2,355,4,-4,17
3557,2,169,4,-4,3
3558,1,409,4,-4,12
3559,1,-3,-4,-4,4
3560,1,253,4,-4,10
3561,1,488,4,-4,9
3562,1,-3,1,-4,8
3563,1,-3,4,-4,-3
3564,1,261,5,1,7
3565,1,261,4,-4,8
3566,-4,-4,4,-4,-4
3567,2,368,-4,-4,7
3568,1,-3,4,-4,9
3569,1,476,5,1,2
3570,1,396,5,1,12
3571,1,396,4,-4,15
3572,2,-3,1,-4,2
3573,1,310,5,1,4
3574,1,344,4,-4,14
3575,1,254,-4,-4,8
3576,1,174,5,1,3
3577,1,214,2,-4,13
3578,1,214,4,-4,6
3579,2,-3,4,-4,-3
3580,2,192,-4,-4,20
3581,1,367,5,1,9
3582,1,367,1,-4,2
3583,1,250,5,1,8
3584,1,594,4,-4,10
3585,1,384,-4,-4,8
3586,1,634,4,-4,9
3587,1,792,4,-4,9
3588,1,309,2,-4,7
3589,1,104,4,-4,7
3590,2,0,4,-4,9
3591,1,287,5,97,8
3592,2,143,4,-4,5
3593,1,226,1,-4,6
3594,2,277,1,-4,8
3595,-4,-4,1,-4,-4
3596,2,294,-4,-4,6
3597,1,236,4,-4,9
3598,1,647,4,-4,7
3599,1,647,5,1,2
3600,-4,-4,5,97,-4
3601,1,472,4,-4,6
3602,1,346,4,-4,7
3603,1,346,4,-4,11
3604,1,689,4,-4,7
3605,2,641,-4,-4,4
3606,1,-3,5,1,7
3607,1,623,4,-4,7
3608,1,106,5,10,10
3609,1,106,-4,-4,10
3610,1,736,-4,-4,7
3611,1,410,4,-4,8
3612,-4,-4,-4,-4,-4
3613,1,-3,-4,-4,10
3614,1,-3,4,-4,16
3615,1,510,-4,-4,13
3616,1,510,-4,-4,5
3617,-4,-4,4,-4,-4
3618,-4,-4,4,-4,-4
3619,1,205,1,-4,3
3620,1,276,4,-4,16
3621,1,415,1,-4,6
3622,-4,-4,5,1,-4
3623,1,139,4,-4,13
3624,1,226,1,-4,15
3625,2,238,5,1,14
3626,2,264,4,-4,5
3627,2,225,4,-4,17
3628,2,225,5,1,10
3629,2,233,-4,-4,21
3630,-4,-4,-4,-4,-4
3631,2,-3,4,-4,8
3632,1,677,4,-4,5
3633,2,210,5,1,5
3634,1,445,5,1,10
3635,-4,-4,5,1,-4
3636,2,340,5,1,6
3637,1,678,4,-4,13
3638,2,-3,2,-4,12
3639,2,-3,4,-4,10
3640,1,1627,5,1,7
3641,1,261,4,-4,-3
3642,1,453,4,-4,6
3643,1,453,4,-4,15
3644,1,478,4,-4,14
3645,1,515,4,-4,12
3646,1,728,5,97,11
3647,1,342,1,-4,3
3648,2,-3,4,-4,14
3649,2,119,4,-4,11
3650,2,98,4,-4,18
3651,2,98,5,1,13
3652,2,98,4,-4,11
3653,2,-3,4,-4,-3
3654,2,64,4,-4,12
3655,2,64,4,-4,5
3656,2,132,4,-4,16
3657,2,24,5,1,11
3658,-4,-4,4,-4,-4
3659,1,439,5,1,12
3660,1,491,4,-4,9
3661,1,251,4,-4,8
3662,1,251,-4,-4,1
3663,1,-3,1,-4,9
3664,1,459,-4,-4,2
3665,1,459,-4,-4,2
3666,1,270,5,2,14
3667,-4,597,4,-4,-4
3668,1,-3,5,1,2
3669,1,0,4,-4,6
3670,-4,-4,4,-4,-4
3671,2,69,5,97,12
3672,2,95,-4,-4,5
3673,2,195,-4,-4,4
3674,1,175,4,-4,15
3675,2,91,-4,-4,-3
3676,2,91,4,-4,14
3677,1,222,4,-4,6
3678,-4,-4,4,-4,-4
3679,-4,-4,4,-4,-4
3680,1,160,5,1,1
3681,2,245,1,-4,5
3682,2,133,4,-4,7
3683,2,75,1,-4,8
3684,2,214,1,-4,11
3685,2,138,2,-4,7
3686,2,138,5,1,1
3687,2,64,4,-4,8
3688,2,64,4,-4,8
3689,3,0,4,-4,7
3690,1,-3,5,1,3
3691,2,-3,4,-4,-3
3692,-4,190,-4,-4,4
3693,-4,190,4,-4,5
3694,-4,0,4,-4,-4
3695,-4,69,1,-4,9
3696,-4,69,5,2,5
3697,-4,79,-4,-4,2
3698,-4,69,5,2,8
3699,-4,27,-4,-4,10
3700,-4,0,-4,-4,4
3701,-4,0,4,-4,9
3702,-4,-3,2,-4,6
3703,2,55,5,1,3
3704,2,372,5,1,13
3705,1,712,5,1,12
3706,1,-3,-4,-4,1
3707,-4,188,5,97,17
3709,2,348,4,-4,6
3710,1,181,5,1,2
3711,1,441,-4,-4,10
3712,3,65,4,-4,7
3713,3,168,5,97,13
3714,3,168,1,-4,8
3715,3,168,5,1,7
3716,2,193,4,-4,17
3717,2,193,-4,-4,19
3718,2,193,4,-4,12
3719,2,97,5,1,10
3720,-4,-4,-4,-4,-4
3721,-4,-4,4,-4,-4
3722,2,180,-4,-4,8
3723,-4,-4,-4,-4,-4
3724,1,-3,1,-4,10
3725,1,336,4,-4,14
3726,1,312,4,-4,6
3727,1,312,4,-4,22
3728,1,433,4,-4,13
3729,2,55,4,-4,17
3730,1,376,4,-4,11
3731,1,385,4,-4,11
3732,1,242,5,1,6
3733,3,-3,5,97,-4
3734,1,453,5,1,6
3735,1,224,-4,-4,2
3736,1,294,4,-4,6
3737,1,296,5,3,15
3738,1,187,4,-4,6
3739,1,314,4,-4,13
3740,1,314,1,-4,11
3741,1,459,4,-4,9
3742,1,251,3,-4,10
3743,-4,-4,5,97,-4
3744,-4,-4,5,1,-4
3745,1,274,4,-4,9
3746,1,264,5,97,11
3747,1,199,4,-4,11
3748,1,145,4,-4,15
3749,1,133,5,1,11
3750,3,136,4,-4,10
3751,3,136,4,-4,13
3752,3,28,4,-4,9
3753,3,28,2,-4,10
3754,1,243,5,1,9
3755,2,159,5,97,14
3756,2,159,4,-4,18
3757,1,-3,5,1,7
3758,1,-3,4,-4,6
3759,1,109,5,1,1
3760,1,263,4,-4,22
3761,1,263,4,-4,12
3762,1,157,5,1,8
3763,1,365,5,1,8
3764,1,413,-4,-4,5
3765,1,158,5,1,12
3766,1,-3,4,-4,10
3767,1,283,5,2,10
3768,1,236,4,-4,8
3769,1,236,4,-4,19
3770,1,236,4,-4,15
3771,1,403,4,-4,12
3772,1,390,4,-4,9
3773,1,390,4,-4,7
3774,-4,-4,4,-4,-4
3775,-4,-4,4,-4,-4
3776,1,262,5,1,4
3777,1,490,2,-4,11
3778,3,-3,3,-4,13
3779,3,-3,4,-4,12
3780,-4,-4,-4,-4,-4
3781,-4,-4,-4,-4,-4
3782,2,117,4,-4,6
3783,2,-3,5,1,7
3784,2,-3,4,-4,4
3785,2,-3,-4,-4,4
3786,1,429,5,1,5
3787,2,304,5,1,7
3788,-4,-4,-4,-4,-4
3789,2,150,4,-4,19
3790,1,285,-4,-4,1
3791,-4,-4,4,-4,-4
3792,-4,-4,5,1,-4
3793,2,16,-4,-4,6
3794,1,47,4,-4,-3
3795,1,186,4,-4,10
3796,1,186,-4,-4,11
3797,2,196,5,1,18
3798,3,15,-4,-4,2
3799,-4,-4,5,97,-4
3800,-4,-4,4,-4,-4
3801,2,79,4,-4,6
3802,1,581,5,97,-3
3803,2,177,5,1,12
3804,2,490,-4,-4,1
3805,1,226,4,-4,15
3806,2,29,4,-4,9
3807,2,100,4,-4,12
3808,2,6,4,-4,13
3809,2,6,5,97,16
3810,2,13,4,-4,18
3811,2,13,4,-4,10
3812,-4,-4,4,-4,-4
3813,-4,-4,3,-4,-4
3814,2,331,1,-4,6
3815,2,331,5,97,-3
3816,2,331,5,8,9
3817,1,-3,4,-4,9
3818,2,139,5,1,13
3819,1,268,4,-4,4
3820,1,268,-4,-4,-3
3821,2,158,5,1,11
3822,2,378,4,-4,11
3823,2,152,5,97,17
3824,1,340,4,-4,17
3825,-4,-4,-4,-4,-4
3826,1,201,4,-4,5
3827,1,201,4,-4,6
3828,-4,268,-4,-4,10
3829,-4,395,3,-4,5
3830,-4,191,-4,-4,26
3831,-4,191,4,-4,11
3832,2,147,4,-4,9
3833,1,310,5,1,6
3834,1,196,-4,-4,6
3835,2,126,-4,-4,13
3836,1,214,2,-4,3
3837,1,-3,5,1,4
3838,1,396,2,-4,12
3839,1,163,-4,-4,10
3840,1,163,-4,-4,16
3841,-4,-4,5,1,-4
3842,-4,-4,5,1,-4
3843,2,240,5,1,6
3844,-4,-4,4,-4,-4
3845,-4,-4,4,-4,-4
3846,-4,-4,5,1,-4
3847,2,111,4,-4,17
3848,2,317,5,1,8
3849,1,166,4,-4,8
3850,1,698,5,1,11
3851,1,698,5,1,6
3852,1,285,4,-4,9
3853,1,285,4,-4,10
3854,1,-3,4,-4,9
3855,2,298,2,-4,9
3856,2,18,5,1,9
3857,2,-3,4,-4,14
3858,2,69,5,97,4
3859,1,269,5,1,4
3860,1,-3,4,-4,8
3861,1,-3,4,-4,13
3862,2,177,5,1,5
3863,-4,-4,2,-4,-4
3864,1,244,5,1,4
3865,3,305,5,97,10
3866,2,253,4,-4,11
3867,-4,-4,4,-4,-4
3868,-4,-4,5,10,-4
3869,1,-3,5,1,2
3870,2,377,4,-4,42
3871,-4,-4,2,-4,-4
3872,1,96,4,-4,5
3873,1,240,-4,-4,1
3874,1,-3,5,3,9
3875,-4,-4,5,1,-4
3876,2,146,5,1,3
3877,2,46,4,-4,7
3878,1,925,4,-4,12
3879,2,64,1,-4,3
3880,1,-3,2,-4,12
3881,1,207,1,-4,5
3882,1,0,-4,-4,8
3883,2,213,4,-4,4
3884,1,-3,5,1,6
3885,1,148,1,-4,6
3886,1,201,5,97,-3
3887,2,138,5,97,8
3888,2,138,5,1,5
3889,1,280,5,97,14
3890,1,98,5,8,8
3891,1,95,-4,-4,12
3892,1,262,5,1,17
3893,1,262,5,1,14
3894,1,339,4,-4,11
3895,1,454,4,-4,8
3896,1,454,4,-4,5
3897,1,158,2,-4,4
3898,1,299,-4,-4,1
3899,1,310,-4,-4,2
3900,1,440,1,-4,6
3901,-4,106,5,1,7
